word,borrowing,age_oldest,age_youngest,age_oldest_num,age_youngest_num,word.1,phonology,phonlength,AoA,subtlexzipf,conc,cat,AoA_obj,source.language,source.word,source.language.mean.word.length,source.language.word.freq,source.word.length,18-260,word,5,age,source,effect,ids.code,ids.code2,1,modern.english,middle.english,old.english,old.english.length
dinner,1,1297,1297,703,703,dinner,dIn@R,5,3.99,4.77,4.5,Noun,2,Old French,disner,4.117647059,0.052182281,6,5-440,dinner,1,1297,French contact,Replacement,5-440,5-440,1,dinner,diner,,
store,1,1297,1297,703,703,store,st$R,4,4.76,4.63,4.5,Noun,2,French (Anglo-Norman),estorer,3.5,0.009610091,7,11-860,store,1,1297,French contact,No information,11-860,11-860,1,store,shop-pe,(mangung)huÌ„s,10
river,1,1297,1297,703,703,river,rIv@R,5,4.9,4.93,4.89,Noun,2,French (Anglo-Norman),river,3.5,0.134541281,5,1-360,river,1,1297,French contact,Replacement,1-360,1-360,1,river,river-e,siÌ„c,3
judgment,1,1297,1297,703,703,judgment,_V_m@nt,7,8.94,4.2,1.68,Noun,6,French,jugement,3.5,0.009610091,8,21-170,judgment,1,1297,French contact,Replacement,21-170,21-170,1,judgment,dom,doÌ„m,3
tailor,1,1297,1297,703,703,tailor,t1l@R,5,9.83,3.54,4.67,Noun,4,French,tailleur,3.5,0.009610091,8,6-130,tailor,1,1297,French contact,Insertion,6-130,6-130,1,tailor,taillour,seÌ„amere,7
valley,1,1297,1297,703,703,valley,v{lI,4,7.94,4.47,4.72,Noun,2,French,vallÃ©e,3.5,0.028830274,6,1-240,valley,1,1297,French contact,No information,1-240,1-240,1,valley,dale,dÃ_l,3
accuse,1,1297,1297,703,703,accuse,@kjuz,5,9.1,3.58,2.25,Verb,4,French,accuser,3.5,0.009610091,7,21-310,accuse,1,1297,French contact,No information,21-310,21-310,1,accuse,ac(c)cusen,wreÌ„gan,6
marry,1,1297,1297,703,703,marry,m{rI,4,5.83,4.43,3.03,Verb,4,French,marier,3.5,0.028830274,6,2-330,marry,1,1297,French contact,Coexistence,2-330,2-330,1,marry,wedden,weddian,7
govern,1,1297,1297,703,703,govern,gVvH,4,9.53,3.57,2.21,Verb,4,French,gouverner,3.5,0.00050538,9,19-310,govern,1,1297,French contact,Coexistence,19-310,19-310,1,rule,welden,wealdan,7
destroy,1,1297,1297,703,703,destroy,dIstr4,6,6.7,4.24,3.08,Verb,2,French (Anglo-Norman),destruire,3.5,0.00050538,9,11-270,destroy,1,1297,French contact,No information,11-270,11-270,1,destroy,spillen,spillan,7
join,1,1297,1297,703,703,join,_4n,3,5.83,5.1,2.86,Verb,2,French,joindre,3.5,0.009610091,7,12-220,join,1,1297,French contact,Insertion,12-220,12-220,1,join,joinen,(ge)feÌ„gan,7
punishment,1,1292,1292,708,708,punishment,pVnISm@nt,9,5.47,4.06,2.46,Noun,4,French (Anglo-Norman),punisement,3.5,4.50E-05,10,21-370,punishment,1,1292,French contact,Replacement,21-370,21-370,1,penalty,pein-e,wiÌ„te,4
damage,1,1292,1292,708,708,damage,d{mI_,5,7.2,4.81,3.2,Noun,4,Old French,damage,4.117647059,0.052182281,6,11-290,damage,1,1292,French contact,Coexistence,11-280,11-280,5,damage,hurten,,
corner,1,1292,1292,708,708,corner,k$n@R,5,5.21,4.96,4.61,Noun,2,French (Anglo-Norman),corner,3.5,0.028830274,6,12-760,corner,1,1292,French contact,Replacement,12-760,12-760,1,corner,corner,hyrne,5
round,1,1290,1290,710,710,round,r6nd,4,4.75,5.71,3.9,Adjective,2,French,rond,3.5,0.269082561,4,12-810,round,1,1290,French contact,Replacement,12-810,12-810,1,round,round-e,sinewealt,9
face,1,1290,1290,710,710,face,f1s,3,3.75,5.44,4.87,Noun,2,French (Anglo-Norman),face,3.5,0.269082562,4,4-204,face,1,1290,French contact,Replacement,4-204,4-204,1,face,face,ansiÌ„en,6
piece,1,1290,1290,710,710,piece,pis,3,4.89,5.27,4.14,Noun,2,French (Anglo-Norman),peece,3.5,0.134541281,5,13-231,piece,1,1290,French contact,Coexistence,13-230,13-230,3,piece,part,,
torch,1,1290,1290,710,710,torch,t$J,3,7.84,4.21,4.76,Noun,6,French,torche,3.5,0.028830274,6,7-450,torch,1,1290,French contact,No information,7-450,7-450,1,lamp,laumpe,leÌ„ohtfÃ_t,8
host,1,1290,1290,710,710,host,h5st,4,8.05,4.39,3.63,Noun,2,Old French,hoste,4.117647059,0.104364562,5,19-570,host,1,1290,French contact,Replacement,19-570,19-570,1,host,host-e,feormend,8
uncle,1,1290,1290,710,710,uncle,VNkP,4,4.47,4.56,4.24,Noun,2,French,oncle,3.5,0.13454128,5,2-510,uncle,1,1290,French contact,Replacement,2-510,2-510,1,uncle,uncle,fÃ_dera,6
jewel,1,1290,1290,710,710,jewel,_u@l,4,6.22,3.76,4.96,Noun,2,French (Anglo-Norman),juel,3.5,0.269082562,4,6-720,jewel,1,1290,French contact,Replacement,6-720,6-720,1,jewel,jeuel,gim(staÌ„n),7
slave,1,1290,1290,710,710,slave,sl1v,4,7.84,3.87,4.38,Noun,2,French,esclave,3.5,0.009610091,7,19-420,slave,1,1290,French contact,No information,19-420,19-420,1,slave,sclave,Î¸eÌ„ow(a),5
fault,1,1290,1290,710,710,fault,f$lt,4,6.94,4.75,2.41,Noun,4,French,faute,3.5,0.13454128,5,16-760,fault,1,1290,French contact,Coexistence,16-760,16-760,1,fault,faute,scyld,5
grape,1,1290,1290,710,710,grape,gr1p,4,3.94,3.54,5,Noun,2,Old French,grappe,4.117647059,0.052182281,6,5-760,grape,1,1290,French contact,Replacement,5-760,5-760,1,grape,grape,wiÌ„nberie,8
razor,1,1290,1290,710,710,razor,r1z@R,5,7.11,3.69,4.9,Noun,4,French (Anglo-Norman),razor,3.5,0.134541281,5,6-930,razor,1,1290,French contact,Replacement,6-930,6-930,1,razor,rasour-e,scearseax,9
language,1,1290,1290,710,710,language,l{NgwI_,7,6.79,4.82,2.35,Noun,2,French,langage,3.5,0.009610091,7,18-240,language,1,1290,French contact,Coexistence,18-240,18-240,1,language,spech-e,sprÃ_c,5
tax,1,1290,1290,710,710,tax,t{ks,4,8.94,5.18,3.89,Noun,2,French (Anglo-Norman),taxe,3.5,0.269082562,4,11-690,tax,1,1290,French contact,Replacement,11-690,11-690,1,tax,tax-e,gafol,5
taste,1,1290,1290,710,710,taste,t1st,4,4.26,4.95,4.07,Noun,2,Old French,taster,4.117647059,0.052182281,6,15-310,taste,1,1290,French contact,Replacement,15-310,15-310,1,taste,smaken,byÌ„rgan,6
pursue,1,1290,1290,710,710,pursue,p@sju,5,10,3.96,2.83,Verb,8,French,poursuivre,3.5,4.50E-05,10,10-530,pursue,1,1290,French contact,Insertion,10-530,10-530,1,pursue,purseuen,eÌ„htan,5
paint,1,1290,1275,710,725,paint,p1nt,4,4.45,4.7,4.79,Verb,2,French (Anglo-Norman),peint,3.5,0.134541281,5,9-890,paint,1,1275,French contact,Coexistence,9-890,9-890,1,paint,peinten,fÃ_gan,5
pray,1,1290,1290,710,710,pray,pr1,3,5.79,4.17,3.21,Verb,2,French,prier,3.5,0.13454128,5,22-170,pray,1,1290,French contact,Replacement,22-170,22-170,1,pray,bidden,biddan,6
fry,1,1290,1290,710,710,fry,fr2,3,5.79,4.19,4.37,Verb,2,French,frire,3.5,0.13454128,5,5-230,fry,1,1290,French contact,Replacement,5-230,5-230,1,roast,rosten,brÃ_Ì„dan,6
sound,1,1280,1280,720,720,sound,s6nd,4,3.72,5.16,3.7,Verb,2,French,son,3.5,0.259472469,3,15-440,sound,1,1280,French contact,Coexistence,15-440,15-440,1,sound,soun,sweÌ„g,4
envy,1,1280,1280,720,720,envy,EnvI,4,8.37,3.64,1.69,Verb,6,French,envie,3.5,0.13454128,5,16-440,envy,1,1280,French contact,Coexistence,16-440,16-440,1,envy,envie,niÌ„Î¸,3
cattle,1,1275,1275,725,725,cattle,k{tP,4,6.53,4.25,4.64,Noun,2,French (Anglo-Norman),catel,3.5,0.134541281,5,3-200,cattle,1,1275,French contact,Coexistence,3-200,3-200,1,cattle,net,hriÌ„Î¸er,6
leg,1,1275,1275,725,725,leg,lEg,3,3,4.88,4.83,Noun,2,Old Norse,legg-r,4.209302326,0.038459885,6,4-350,leg,1,1275,Old Norse contact,Coexistence,4-350,4-350,1,leg,leg,sceanca,7
cloak,1,1275,1275,725,725,cloak,kl5k,4,6.95,3.43,4.71,Noun,6,French,cloque,3.5,0.028830274,6,6-410,cloak,1,1275,French contact,Insertion,6-410,6-410,1,cloak,cloke,mentel,6
mason,1,1275,1275,725,725,mason,m1sH,4,10.52,3.93,4.2,Noun,8,French (Anglo-Norman),macium,3.5,0.028830274,6,7-610,mason,1,1275,French contact,Insertion,7-610,7-610,1,mason,masoun,staÌ„nwyrhta,10
supper,1,1275,1275,725,725,supper,sVp@R,5,6.32,4.01,4.63,Noun,2,Old French,super,4.117647059,0.104364562,5,5-450,supper,1,1275,French contact,No information,5-450,5-450,1,supper,soper-e,Ã_Ì„fenmete,8
country,1,1275,1275,725,725,country,kVntrI,6,7.05,5.65,4.17,Noun,2,French,contrÃ©e,3.5,0.009610091,7,19-110,country,1,1275,French contact,Replacement,19-110,19-110,1,country,lond,land,4
mountain,1,1275,1275,725,725,mountain,m6ntIn,6,6.15,4.64,4.96,Noun,4,French,montagne,3.5,0.009610091,8,1-220,mountain,1,1275,French contact,Replacement,1-220,1-220,1,mountain,mount,beorg,5
deceit,1,1275,1275,725,725,deceit,dIsit,5,10.95,3.01,2.37,Noun,8,Old French,deceite,4.117647059,0.007568931,7,16-680,deceit,1,1275,French contact,Coexistence,16-680,16-680,1,deceit,deceit-e,faÌ„cen,5
chieftain,1,1275,1275,725,725,chieftain,Jift@n,6,10.75,2.61,3.44,Noun,8,French (Anglo-Norman),chevetain,3.5,0.00050538,9,19-240,chieftain,1,1275,French contact,Replacement,19-240,19-240,1,chief,chef,Î¸eÌ„oden,6
arson,1,1275,1275,725,725,arson,#sH,3,11.2,3.25,3.66,Noun,10,French,arson,3.5,0.13454128,5,21-460,arson,1,1275,French contact,Replacement,21-460,21-460,1,arson,bernet,bÃ_rnett,7
move,1,1275,1275,725,725,move,muv,3,4.62,5.49,3.25,Verb,2,French (Anglo-Norman),mover,3.5,0.134541281,5,10-110,move,1,1275,French contact,Coexistence,10-110,10-110,1,move,meven,styrian,7
betray,1,1275,1275,725,725,betray,bItr1,5,9.39,3.23,2.17,Verb,6,French (Anglo-Norman),trair,3.5,0.134541281,5,17-441,betray,1,1275,French contact,Replacement,17-441,17-441,1,betray,bitraien,beswiÌ„can,8
election,1,1270,1270,730,730,election,IlEkSH,6,9.17,5.07,3.17,Noun,2,French,election,3.5,0.009610091,8,23-380,election,1,1270,French contact,Insertion,,,,,,,
stable,1,1250,1250,750,750,stable,st1bP,5,8.9,4.3,3.77,Adjective,2,French (Anglo-Norman),estable,3.5,0.009610091,7,3-190,stable,1,1250,French contact,Insertion,3-190,3-190,1,stable,stal-le,steall,6
ugly,1,1250,1250,750,750,ugly,VglI,4,4.17,4.23,3.23,Adjective,2,Old Norse,uggligr,4.209302326,0.019229942,7,16-820,ugly,1,1250,Old Norse contact,Coexistence,16-820,16-820,1,ugly,ugli,unwlitig,8
pity,1,1250,1250,750,750,pity,pItI,4,8.72,4.1,1.87,Noun,4,French (Anglo-Norman),pite,3.5,0.269082562,4,16-350,pity,1,1250,French contact,Replacement,16-350,16-350,1,pity,piteÌ„Ì£,mildheortnyss,13
anger,1,1250,1250,750,750,anger,{Ng@R,5,6,4.3,2.41,Noun,2,Old Norse,angr,4.209302326,0.40382879,4,16-420,anger,1,1250,Old Norse contact,Coexistence,16-420,16-420,1,anger,anger,torn,4
spirit,1,1250,1250,750,750,spirit,spIrIt,6,7.11,4.66,1.6,Noun,4,French (Anglo-Norman),spirit,3.5,0.028830274,6,16-110,spirit,1,1250,Latin contact,Coexistence,16-110,16-110,1,soul,soul-e,saÌ„wel,5
hour,1,1250,1250,750,750,hour,6@R,3,5.85,5.17,3.1,Noun,2,French (Anglo-Norman),ure,3.5,0.25947247,3,14-510,hour,1,1250,French contact,Replacement,14-510,14-510,1,hour,houre,tiÌ„d,3
idol,1,1250,1250,750,750,idol,2dP,3,8.37,3.44,3.63,Noun,6,French (Anglo-Norman),idele,3.5,0.134541281,5,22-370,idol,1,1250,French contact,Insertion,22-370,22-370,1,idol,idol-e,weÌ„oh,4
veil,1,1250,1250,750,750,veil,v1l,3,9.69,3.5,4.45,Noun,6,French (Anglo-Norman),veile,3.5,0.134541281,5,6-590,veil,1,1250,French contact,Coexistence,6-590,6-590,1,veil,veile,heolstor,8
catch,1,1250,1250,750,750,catch,k{J,3,4.61,5.04,4.11,Verb,2,French (Anglo-Norman),cachier,3.5,0.009610091,7,10-252,catch,1,1250,French contact,Replacement,10-252,10-252,1,catch ball,cacchen,foÌ„n,3
raise,1,1240,1240,760,760,raise,r1z,3,6.72,4.85,3.8,Verb,2,Old Norse,reisa,4.209302326,0.192299424,5,10-220,raise,1,1240,Old Norse contact,Coexistence,10-220,10-220,1,raise,heven,heÌ„an,4
rice,1,1234,1234,766,766,rice,r2s,3,3.72,4.42,4.86,Noun,2,French,riz,3.5,0.259472469,3,8-480,rice,1,1234,French contact,Insertion,8-480,8-480,1,rice,ris,,
noble,1,1230,1230,770,770,noble,n5bP,4,10.67,4.11,1.89,Adjective,6,French (Anglo-Norman),noble,3.5,0.134541281,5,19-360,noble,1,1230,French contact,Replacement,19-360,19-360,1,noble,noble,Ã_Î¸eling,7
pinch,1,1230,1230,770,770,pinch,pInJ,4,5.5,4.01,4,Noun,4,French (Anglo-Norman),*pinchier,3.5,0.00050538,9,15-712,pinch,1,1230,French contact,No information,15-712,15-712,1,pinch,pinchen,,
person,1,1230,1230,770,770,person,p3sH,4,4.67,5.34,4.72,Noun,2,Middle French,persone,3.5,0.009610525,7,2-100,person,1,1230,French contact,Replacement,2-100,2-100,1,person,man,man(n),4
acquit,1,1230,1230,770,770,acquit,@kwIt,5,13.22,2.32,2.13,Noun,10,Old French,aquiter,4.117647059,0.007568931,7,21-340,acquit,1,1230,French contact,Replacement,21-340,21-340,1,acquit,aquiten,(forlÃ_Ì„tan),8
poison,1,1230,1230,770,770,poison,p4zH,4,5.58,3.92,4.27,Noun,4,French,poison,3.5,0.028830274,6,4-890,poison,1,1230,French contact,Replacement,4-890,4-890,1,poison,venim,aÌ„tor,4
medicine,1,1230,1230,770,770,medicine,mEdsIn,6,4.89,4.31,4.79,Noun,2,Old French,medicine,4.117647059,0.000899275,8,4-880,medicine,1,1230,French contact,Replacement,4-880,4-880,1,medicine,medicin-e,lybb,4
change,1,1230,1230,770,770,change,J1n_,4,4.26,5.49,2.89,Verb,2,French,changer,3.5,0.009610091,7,12-930,change,1,1230,French contact,Replacement,12-930,12-930,1,change,chaungen,wrixlian,8
blame,1,1230,1230,770,770,blame,bl1m,4,6.48,4.66,2.06,Verb,4,French,blÃ¢me,3.5,0.13454128,5,16-780,blame,1,1230,French contact,Insertion,16-780,16-780,1,blame,blame,tÃ_Ì„l,3
rotten,1,1225,1225,775,775,rotten,rQtH,4,6.95,4.04,3.87,Adjective,4,Old Norse,rotinn,4.209302326,0.038459885,6,5-125,rotten,1,1225,Old Norse contact,Coexistence,5-125,5-125,1,rotten,roten,forrotod,8
olive,1,1225,1225,775,775,olive,QlIv,4,6.68,4.29,4.9,Adjective,4,Latin,olÄ«va,4.833333333,0.322843879,5,5-780,olive,1,1225,Latin contact,Insertion,5-780,5-780,1,olive,olive,eleberge,8
crooked,1,1225,1225,775,775,crooked,krUkt,5,6.33,3.22,3.79,Adjective,4,Old Norse,krÃ_kr,4.209302326,0.192299424,5,12-740,crooked,1,1225,Old Norse contact,Replacement,12-740,12-740,1,crooked,croked,woÌ„h,3
colour,1,1225,1225,775,775,colour,kVl@R,5,4,5.05,4.08,Noun,NA,Old French,colour,4.117647059,0.052182281,6,15-610,colour,1,1225,French contact,Coexistence,15-610,15-610,1,color,colour,bleÌ„o(h),5
noon,1,1225,1225,775,775,noon,nun,3,5.89,3.56,2.67,Noun,2,Latin,nÅçna,4.833333333,0.230602771,4,14-450,noon,1,1225,Latin contact,Replacement,14-450,14-450,1,noon,mid-dai,middÃ_g,6
flower,1,1225,1225,775,775,flower,fl6@R,5,3.11,4.5,5,Noun,2,Old French,flour,4.117647059,0.104364562,5,8-570,flower,1,1225,French contact,Coexistence,8-570,8-570,1,flower,blosme,bloÌ„stm,6
manner,1,1225,1225,775,775,manner,m{n@R,5,6.83,4.17,1.62,Noun,4,French (Anglo-Norman),manere,3.5,0.028830274,6,17-490,manner,1,1225,French contact,Coexistence,17-490,17-490,1,way,wei,wise,4
scorpion,1,1225,1225,775,775,scorpion,sk$pj@n,7,7.84,3.81,4.84,Noun,8,French,scorpion,3.5,0.009610091,8,3-815,scorpion,1,1225,French contact,Insertion,3-815,3-815,1,scorpion,scorpioun,Î¸roÌ„wend,7
order,1,1225,1225,775,775,order,$d@R,4,6.26,5.15,2.79,Noun,2,French,ordonner,3.5,0.009610091,8,19-450,order,1,1225,French contact,Replacement,19-450,19-450,1,command,commaunden,haÌ„tan,5
beggar,1,1225,1225,775,775,beggar,bEg@R,5,7.63,3.15,4.59,Noun,4,French,Beguinard,3.5,0.00050538,9,11-530,beggar,1,1225,French contact,Replacement,11-530,11-530,1,beggar,begger-e,Ã_lmesmann,9
price,1,1225,1225,775,775,price,pr2s,4,7.35,5.28,3.63,Noun,2,French (Anglo-Norman),pris,3.5,0.269082562,4,11-870,price,1,1225,French contact,Insertion,11-870,11-870,1,price,pris,weorÎ¸,5
window,1,1225,1225,775,775,window,wInd5,5,4.74,4.84,4.86,Noun,2,Old Norse,vindauga,4.209302326,0.019229942,8,7-250,window,1,1225,Old Norse contact,Insertion,7-250,7-250,1,window,windou-e,eÌ„agduru,7
danger,1,1225,1225,775,775,danger,d1n_@R,6,4.61,4.75,2.68,Noun,2,French (Anglo-Norman),danger,3.5,0.028830274,6,16-540,danger,1,1225,French contact,Replacement,16-540,16-540,1,danger,peril,pleoh,5
letter,1,1225,1225,775,775,letter,lEt@R,5,4.74,4.85,4.7,Noun,2,French,lettre,3.5,0.028830274,6,23-420,letter,1,1225,French contact,Insertion,,,,,,,
fig,1,1225,1225,775,775,fig,fIg,3,8.06,3.48,4.97,Noun,6,French,figue,3.5,0.13454128,5,5-750,fig,1,1225,French contact,Insertion,5-750,5-750,1,fig,fige,fiÌ„c(Ã_ppel),8
merchant,1,1225,1225,775,775,merchant,m3J@nt,6,9.8,3.78,4.31,Noun,4,French (Anglo-Norman),marchand,3.5,0.009610091,8,11-840,merchant,1,1225,French contact,Insertion,11-840,11-840,1,merchant,marchaunt,mangere,7
city,1,1225,1225,775,775,city,sItI,4,6.56,5.4,4.79,Noun,2,French (Anglo-Norman),cite,3.5,0.269082562,4,19-150,city,1,1225,French contact,Coexistence,19-150,19-150,1,city,citeÌ„,burg,4
oil,1,1225,1225,775,775,oil,4l,2,7.33,4.98,4.93,Noun,2,Latin,oleum,4.833333333,0.322843879,5,5-790,oil,1,1225,Latin contact,Insertion,5-790,5-790,1,oil,oile,ele,3
mule,1,1225,1225,775,775,mule,mjul,4,5.65,3.26,5,Noun,2,French (Anglo-Norman),mul,3.5,0.25947247,3,3-470,mule,1,1225,French contact,Insertion,3-470,3-470,1,mule,mul-e,muÌ„l,3
servant,1,1225,1225,775,775,servant,s3v@nt,6,7.89,4.02,4.64,Noun,4,French (Anglo-Norman),servant,3.5,0.009610091,7,19-430,servant,1,1225,French contact,Replacement,19-430,19-430,1,servant,servaunt,Î¸eÌ„ow(a),5
preach,1,1225,1225,775,775,preach,priJ,4,7.33,3.28,3.37,Verb,4,French (Anglo-Norman),prechier,3.5,0.009610091,8,22-220,preach,1,1225,French contact,Insertion,22-220,22-220,1,preach,prechen,bodian,6
cry,1,1225,1225,775,775,cry,kr2,3,2.78,4.56,4,Verb,2,French (Anglo-Norman),crier,3.5,0.134541281,5,16-370,cry,1,1225,French contact,Coexistence,16-370,16-370,1,cry,wepen,weÌ„pan,5
pay,1,1225,1225,775,775,pay,p1,2,5.5,5.4,3.54,Verb,2,French (Anglo-Norman),paier,3.5,0.134541281,5,11-650,pay,1,1225,French contact,Replacement,11-650,11-650,1,pay,paien,gieldan,7
praise,1,1225,1225,775,775,praise,pr1z,4,7.95,4.14,2.61,Verb,6,French (Anglo-Norman),preisier,3.5,0.009610091,8,16-790,praise,1,1225,French contact,Replacement,16-790,16-790,1,praise,lauden,lof,3
doubt,1,1225,1225,775,775,doubt,d6t,3,8.79,4.89,1.79,Verb,4,French,doute,3.5,0.13454128,5,17-430,doubt,1,1225,French contact,No information,17-430,17-430,1,doubt,douten,tweÌ„o(nung),8
seem,1,1225,1225,775,775,seem,sim,3,6.74,5.13,1.75,Verb,NA,Old Norse,sÃ©ma,4.209302326,0.40382879,4,17-180,seem,1,1225,Old Norse contact,Coexistence,17-180,17-180,1,seem,thinken,Î¸yncan,6
cave,1,1220,1220,780,780,cave,k1v,3,6.74,4.19,4.96,Noun,2,French,cave,3.5,0.269082561,4,1-280,cave,1,1220,French contact,Replacement,1-280,1-280,1,cave,cave,scrÃ_f,5
sky,1,1220,1220,780,780,sky,sk2,3,4.17,4.79,4.45,Noun,2,Old Norse,skÃ_,4.209302326,0.288449136,3,1-510,sky,1,1220,Old Norse contact,Coexistence,1-510,1-510,1,sky,heven,heofon,6
beak,1,1220,1220,780,780,beak,bik,3,5.42,3.83,4.96,Noun,2,French,bec,3.5,0.259472469,3,4-241,beak,1,1220,French contact,Coexistence,4-241,4-241,1,beak,bek,nebb,4
poor,1,1205,1205,795,795,poor,p$R,3,6.11,5.05,2.7,Adjective,2,French (Anglo-Norman),povre,3.5,0.134541281,5,11-520,poor,1,1205,French contact,Replacement,11-520,11-520,1,poor,povre,wÃ_Ì„dla,5
close,1,1205,1205,795,795,close,kl5z,4,4.5,5.43,3.2,Adjective,2,French,clore,3.5,0.13454128,5,12-250,close,1,1205,French contact,Coexistence,12-250,12-250,1,shut,shitten,beclyÌ„san,8
lake,1,1205,1205,795,795,lake,l1k,3,4.61,4.49,4.88,Noun,2,French,lac,3.5,0.259472469,3,1-330,lake,1,1205,French contact,Coexistence,1-330,1-330,1,lake,lak-e,mere,4
calendar,1,1205,1205,795,795,calendar,k{lInd@R,8,5.89,4.33,4.62,Noun,2,French,calendier,3.5,0.00050538,9,23-610,calendar,1,1205,French contact,Insertion,,,,,,,
ball,1,1205,1205,795,795,ball,b$l,3,2.9,5.33,5,Noun,2,Old Norse,bÃ¶llr,4.209302326,0.192299424,5,12-830,ball,1,1205,Old Norse contact,Replacement,12-830,12-830,1,sphere,spere,cliÌ„ewen,7
arrive,1,1205,1205,795,795,arrive,@r2v,4,6.26,4.47,3.22,Verb,2,French,arriver,3.5,0.009610091,7,10-550,arrive,1,1205,French contact,Insertion,10-550,10-550,1,reach,ariven,rÃ_Ì„can,5
hit,1,1205,1205,795,795,hit,hIt,3,4.75,5.31,4.11,Verb,2,Old Norse,hitta,4.209302326,0.192299424,5,9-210,hit,1,1205,Old Norse contact,Coexistence,9-210,9-210,1,strike,slen,hnÃ_ppan,7
easy,1,1200,1200,800,800,easy,izI,3,5.43,5.32,2.07,Adjective,2,French (Anglo-Norman),aisiÃ©,3.5,0.134541281,5,17-460,easy,1,1200,French contact,Replacement,17-460,17-460,1,easy,esi,eÌ„aÎ¸e,4
ill,1,1200,1200,800,800,ill,Il,2,5.6,4.59,3.21,Adjective,2,Old Norse,illr,4.209302326,0.40382879,4,4-840,ill,1,1200,Old Norse contact,Coexistence,4-840,4-840,1,sick,sik,coÎ¸u,4
custom,1,1200,1200,800,800,custom,kVst@m,6,8.36,3.56,2.68,Noun,6,Old French,custome,4.117647059,0.007568931,7,19-610,custom,1,1200,French contact,Coexistence,19-610,19-610,1,custom,custum-e,Î¸eÌ„aw,4
religion,1,1200,1200,800,800,religion,rIlI_@n,7,7.06,4.39,1.71,Noun,2,French (Anglo-Norman),religiun,3.5,0.009610091,8,22-110,religion,1,1200,French contact,Coexistence,22-110,22-110,1,religion,religioun,geleÌ„afa,7
skin,1,1200,1591,800,409,skin,skIn,4,4.48,4.75,4.79,Noun,2,Old Norse,skinn,4.209302326,0.192299424,5,9-290,skin,1,1591,Old Norse contact,Coexistence,9-290,9-290,1,flay,flen,fleÌ„an,5
lamp,1,1200,1200,800,800,lamp,l{mp,4,4,4.09,4.97,Noun,2,French,lampe,3.5,0.13454128,5,7-450,lamp,1,1200,French contact,Insertion,7-450,7-450,1,lamp,laumpe,leÌ„ohtfÃ_t,8
they,1,1200,1200,800,800,they,D1,2,4.88,6.83,2.93,Pronoun,2,Old Norse,Ã_eir,4.209302326,0.40382879,4,2-960,they,1,1200,Old Norse contact,Replacement,2-960,2-960,1,they,thei,hiÌ„e,3
get,1,1200,1200,800,800,get,gEt,3,3.17,6.49,2.38,Verb,2,Old Norse,geta,4.209302326,0.40382879,4,11-160,get,1,1200,Old Norse contact,Coexistence,11-160,11-160,1,get,geten,begietan,8
hurt,1,1200,1200,800,800,hurt,h3t,3,4,4.82,3.61,Verb,2,French (Anglo-Norman),hurter,3.5,0.028830274,6,11-280,hurt,1,1200,French contact,Coexistence,11-280,11-280,1,harm,harmen,hearmian,8
want,1,1200,1200,800,800,want,wQnt,4,4.16,6.22,1.93,Verb,4,Old Norse,vanta,4.209302326,0.192299424,5,16-620,want,1,1200,Old Norse contact,Coexistence,16-620,16-620,1,desire,wilnen,wilnian,7
scold,1,1200,1200,800,800,scold,sk5ld,5,8.53,2.33,3.07,Verb,4,Old Norse,skÃ¡ldr,4.209302326,0.038459885,6,18-390,scold,1,1200,Old Norse contact,Coexistence,18-390,18-390,1,rebuke,rebuken,ciÌ„dan,5
wages,1,1183,1183,817,817,wages,w1_Iz,5,9.57,4.17,3.96,Noun,6,French (Anglo-Norman),wage,3.5,0.269082562,4,11-780,wages,1,1183,French contact,Insertion,11-780,11-780,1,wages,hir-e,meÌ„d,3
wing,1,1176,1176,824,824,wing,wIN,3,4.79,4.46,4.86,Noun,2,Old Norse,vÃ_ngir,4.209302326,0.038459885,6,4-392,wing,1,1176,Old Norse contact,Replacement,4-392,4-392,1,wing,wing-e,fiÎ¸ere,6
large,1,1175,1175,825,825,large,l#_,3,5.74,5.1,3.37,Adjective,2,French,large,3.5,0.13454128,5,12-550,large,1,1175,French contact,Coexistence,12-550,12-550,1,large,muchel,micel,5
